,Line Item Quantity,Freight Cost (USD),Vendor,meds
4567,1850,2951.78,21,Lopid
4568,189,11103.234819296562,58,Atenolol 25mg daily
4569,88,11103.234819296562,58,xalatan
4570,83,375.0,10,Biotin 10000mg
4571,2264,18638.44,50,Vitamin C and Selexa
4572,12937,2181.91,23,5mg Finasteride daily
4573,3049,7208.0,21,Mirena 52mg IUD.
4574,298,11103.234819296562,43,abilify
4575,215,1001.02,50,20 mg
4576,24000,10546.68,62,HCTZ 12.5mg
4577,6118,19775.55,50,omeprazole 20mg
4578,1400,5408.93,67,VD3
4579,8787,51732.62,50,PRN  amLODIPine
4580,3487,5850.25,21,diclofenac
4581,12693,2048.91,28,arithromycin
4582,10000,2531.3,22,Plaquemil
4583,150,947.35,50,Renavite 1 tablet daily
4584,2352,19026.72,50,hydroxychoriquine
4585,34044,6105.79,13,Dialysis
4586,360,840.17,13,VIt B
4587,1324,2171.57,2,Motrin
4588,7587,26532.85,50,hydroxine
4589,9235,5375.13,23,I have myesthenia gravis and take pyrogestamine and mycophenalate. Also losarton
4590,30,11103.234819296562,51,2 puffs q am
4591,517,11103.234819296562,58,VITAMIN D 2000 IU TABLET
4592,225,11103.234819296562,58,MONUROL
4593,29635,21886.49,28,olmesartan-hydrochlorothiazide 40-25 mg
4594,80,2077.87,2,welubutrin
4595,10,11103.234819296562,70,CLARITON
4596,11,11103.234819296562,58,ursadiol
4597,25,1201.72,50,0xycodone & Prevacid
4598,11000,15089.11,62,Slo Niacin2000mg daily
4599,814,1344.94,46,isosorbide
4600,218,11103.234819296562,13,oxymorphone
4601,1573,40289.0,2,40 mg= 1 tab
4602,26,11103.234819296562,58,sertraline 100mg QD
4603,11980,4762.44,13,low-dose aspirin
4604,37680,11103.234819296562,13,METOPROLOL 50  MG
4605,3939,11103.234819296562,50,mens multi vitamin
4606,2607,19598.71,50,VITAMIN E
4607,700,11103.234819296562,13,Fluticasone
4608,5000,7296.97,46,Vitamin D 5000iu daily
4609,1400,5372.87,67,Biotin 5000mg
4610,120,1025.69,2,Dulara Inhaler
4611,4497,11103.234819296562,2,Botox
4612,46855,13491.19,13,Zero
4613,7242,11103.234819296562,58,Alprazolem
4614,10,767.63,50,Microgestin Fe 1.5/30
4615,37140,11103.234819296562,28,1 daily Melatonin otc 3mg
4616,5360,5506.01,2,Cholecalciferol 1000 ius daily
4617,100000,17819.74,13,Metoprolol Succinate ER 100mg twice a day
4618,38400,11103.234819296562,22,Carafate
4619,1000,11103.234819296562,57,EC aspirin
4620,605,11103.234819296562,50,Lutera
4621,703,2365.05,40,Fever
4622,54247,3646.13,22,Inderal 20mg
4623,15,325.67,21,Valsartan/hctz
4624,262,11103.234819296562,50,folic acid.
4625,33,11103.234819296562,51,Vitamin C w/Rosehips
4626,8,11103.234819296562,51,ADIPEX SINGULAR.
4627,164,11103.234819296562,13,NP Thyroid
4628,187,958.85,2,Echinacea 450 mg twice daily
4629,10,11103.234819296562,51,gabapentin 300 mg
4630,5964,11103.234819296562,13,NP Thyroid
4631,179,2147.11,70,Iron Sulfate 325 mg bid
4632,1720,10296.99,2,Vit D3 5k
4633,9300,3054.13,28,quinipril
4634,2024,6923.2,50,Sodium Bicarb
4635,340,827.88,21,Lisinopril HCTZ
4636,50,11103.234819296562,37,Ambien Supplements: Vit B
4637,1785,6937.66,2,Ipratropium Bromide 0.5 mg and Albertol Sulfate0.3mg inhalation soluti
4638,39,581.73,70,2.5mg
4639,1000,3791.81,50,Latuda
4640,24192,8764.53,28,Aspirin ec 81mg
4641,87018,11103.234819296562,13,loratadine prn
4642,2231,11103.234819296562,46,gabapentin 100mg bid
4643,1575,5528.41,2,Trokendi
4644,3000,6664.29,70,lortidine
4645,300,11103.234819296562,2,KCL 10 MG
4646,8178,15200.59,50,Emollient
4647,204,11103.234819296562,50,Metoprolol 50 mg
4648,11668,3283.59,13,Amplodipine
4649,41,11103.234819296562,70,Hydroxychloroquine 200mg
4650,18,11103.234819296562,51,Fluticasone propionate    Naproxen 500mg    Joint formula supplement
4651,2400,7388.14,62,Iron Sulfate 325 mg bid
4652,42074,25382.52,13,VITARMIN D2
4653,1008,11103.234819296562,28,Opdivo; Citalopram; clonazepam; levothyroxine; predisone;  lysine; biotin; calcium with vitamin D; Vitamin c; magnesium
4654,272,722.35,2,crestor 10 mg daily
4655,1592,1923.14,13,Levothyroxine 75 mcg Escitalopram 10mg Vitamins & Minerals Curcumin
4656,19,11103.234819296562,51,Zoloft (sertraline)
4657,4250,13215.15,70,melatonin.
4658,3400,10821.66,21,HCTZ 25mg
4659,36,11103.234819296562,58,Olmesa Medox
4660,350,11103.234819296562,2,Benazipril
4661,6290,57933.93,50,caffeine
4662,275,11103.234819296562,58,diclegis
4663,10817,19007.72,22,bayer
4664,223,761.0,42,Allergy medication (unknown)
4665,185954,13677.68,62,Isosorbide Dinitrate
4666,176100,23736.39,28,melatonin 10mg Qhs
4667,120,820.56,13,vitamin B Complex
4668,1845,18841.09,50,famotidine 20-1 daily
4669,165,11103.234819296562,50,ONE-A-DAY multivitamins
4670,2744,22223.94,50,hair
4671,20,11103.234819296562,51,Ketorolac 0.5% eye drop QD right eye
4672,400,11103.234819296562,2,levoxyl 100mcg
4673,1558,3387.72,46,provera
4674,15080,11103.234819296562,13,Nails 5000mcg
4675,594,877.52,21,Nasacort
4676,20,11103.234819296562,58,spirolactone
4677,517,812.84,21,Verapamil 120 qam
4678,2064,5754.16,13,allergy meds
4679,38113,6499.25,28,vitamin B-12
4680,1,11103.234819296562,51,atorvastatin 10mg daily
4681,3900,3740.01,22,prozac
4682,32070,1791.42,13,Lysinopril
4683,96,11103.234819296562,46,Avalide
4684,114,11103.234819296562,58,Syeda
4685,1,8664.89,50,Pioglitazone 30 mg daily
4686,9935,59711.34,50,Stelara injections every 6 weeks potassium
4687,936,11103.234819296562,22,diphenhydramine
4688,22700,11103.234819296562,28,spirolactone
4689,320,11103.234819296562,34,Preservision Areds 2
4690,4750,23013.2,50,Natures Bounty-Hair
4691,4,11103.234819296562,58,Celexa
4692,11628,2154.52,13,& Stool softener
4693,20,1152.9,2,Daily  Restasis 0.05% ophthalmic emulsion
4694,2500,11103.234819296562,71,CO q10
4695,11574,916.22,22,Advil and Excedrin
4696,13,11103.234819296562,51,000 units
4697,6,11103.234819296562,51,Llothyronine and Sertraline
4698,165179,33981.11,46,40mg
4699,30,11103.234819296562,70,ADDERALL XR 20 MG 24 hr capsule amphetamine-dextroamphetamine (ADDERALL XR) 5 MG 24 hr capsule cholecalciferol (CHOLECALCIFEROL
4700,20000,6717.79,46,Furosimide
4701,20000,21584.02,2,Aspirin 81 mg enteric-coated q a.m.     Plavix 75 mg po at bedtime     Iron
4702,8276,23226.6,50,Tamsulosin HLg 0.4 mg (1 a day)
4703,2000,88560.19,49,tadalafil 20 mg PRN
4704,3073,20602.3,50,Ocuvite Gummies
4705,3,11103.234819296562,51,blood pressure med
4706,39045,7312.6,28,multi-vitamin
4707,4,942.64,50,acetaminophen prn
4708,268,2569.33,2,fiber con 1x day
4709,44,11103.234819296562,21,Zetz
4710,4560,5610.17,46,VIt D
4711,57925,7175.28,22,Krill oil 1 tab daily/ Vitamin D 1000 mcg daily
4712,60300,16769.43,28,Heparin Sodium (Porcine) Solution 5000 UNIT/ML
4713,15624,2160.52,13,timolol maleate eye drops
4714,265,11103.234819296562,58,red spot where shot was given
4715,5,787.28,50,rosuvastatin 10mg daily
4716,429,1060.22,2,Atacand
4717,5000,11103.234819296562,51,Sythroid 75mcg every other day 50 mcg every other day opposite of 75mcg
4718,45,11103.234819296562,50,500mg Rutin
4719,76554,11103.234819296562,13,Oxybutynin
4720,5500,17975.84,70,B12 tabs
4721,2000,11103.234819296562,58,Epi-Pen prn
4722,54008,12796.59,22,Aquaphor lip repair
4723,749,4669.02,70,vitamin D 250mcg
4724,2578,15353.45,50,Sertaline
4725,504,2788.07,50,Acidophillus
4726,3047,16337.04,50,? Mirtazapine (REMERON) 15 mg Oral Tab Take one-half tablet by mouth at bedtime as needed 45 tablet 3 ? Cyanocobalamin (VITAMIN B-12) 1
4727,33000,20464.55,13,Junuvia
4728,42,11103.234819296562,58,Vitamin D 1000Units
4729,3096,11103.234819296562,28,Nystatin powder
4730,390,433.0,42,furosemide 40 mg and 80 mg
4731,29672,11103.234819296562,58,Lasarton
4732,12,11103.234819296562,51,methylprednisolone 4 mg
4733,625,1191.93,13,BCP
4734,250000,146734.85,28,Levothyroxine Beta blocker Ibuprofen
4735,50,11103.234819296562,58,Mutlivitamins
4736,8,11103.234819296562,58,Daily  Restasis 0.05% ophthalmic emulsion
4737,287,11103.234819296562,10,glimepiride 2 mg daily
4738,32,11103.234819296562,58,Cod Liver Oil
4739,10,11103.234819296562,70,metoprolol  tamsulosin
4740,70030,17919.41,13,Krill Oil
4741,115,11103.234819296562,50,Kurvelo
4742,6,11103.234819296562,51,Depakote 500
4743,9,11103.234819296562,70,Epi Pen
4744,191,11103.234819296562,58,Wixela Inhaler
4745,2796,20572.96,50,Rotigotine Patch 24 Hour 6 MG/24HR
4746,250,11103.234819296562,50,and Vit D
4747,110,1046.02,2,demadex
4748,6960,11103.234819296562,42,Victoza 1.8 mg daily
4749,4000,11103.234819296562,57,Bydureon Boise 2mg 1/wk
4750,124312,10748.8,13,Pravastatin 40mg
4751,60000,15020.21,46,donepezil
4752,7000,1069.31,46,Aleve prior to vaccine. Takes Omeprazole daily
4753,900,11103.234819296562,15,SIMASTATIN 40 MG
4754,4910,11103.234819296562,58,L- methylfolate
4755,46,11103.234819296562,58,TORADOL
4756,30,11103.234819296562,58,garlic; kreel oil; fish oil; biodin; milk thissle; multivitamin
4757,8,11103.234819296562,58,Florajen 3
4758,70,11103.234819296562,70,"simvastatin   Was seeing a ""doctor"" who prescribed some sort of ""black pills for infection"""
4759,151,7488.39,46,Pulse 135 BP 167/114  Brand moderna lot 039K20A
4760,6500,11103.234819296562,50,pre-natal vitamins
4761,10416,11103.234819296562,13,Sotalol
4762,18000,13959.22,13,Victoza injection
4763,6160,2543.67,46,vimpat
4764,78000,41158.49,28,HE TAKES MEDICINE FOR  HIGH BLOOD PRESSURE
4765,11,11103.234819296562,51,ESTRADIOL
4766,168,1021.34,43,Prescriptions: Labetalol 100 mg 2x Lisinporil 20 mg 1x + 10mg 1x Meformin: 500 mg 2x Dutasteride: 0.5 mg 1x Insluin: Levemir Flex Touch 40 units am
4767,82500,7378.63,22,lamotrigine 150 mg am
4768,4817,43338.93,50,Hiprex 1gm daily
4769,20000,17214.74,13,Centrum Silver
4770,58,11103.234819296562,58,2
4771,3000,11103.234819296562,40,stomach
4772,6,11103.234819296562,51,Vitamin B supplement
4773,250,280.23,13,Replagamiroe
4774,36,11103.234819296562,58,pro-biotics
4775,4500,17758.82,50,spirolactone
4776,100,11103.234819296562,58,and Iron supplements.
4777,2835,24400.67,50,Ritual prenatal vitamins
4778,740,2228.92,13,Premarin vaginal cream
4779,1680,11103.234819296562,46,aviane
4780,6,11103.234819296562,51,venlaxefine
4781,7,11103.234819296562,51,and claritromicine
4782,7000,33525.96,70,Aspirin and Atorvastatin; Multivitamins
4783,10560,15873.33,2,Aloglitpan Benzoate 25mg  daily
4784,2,11103.234819296562,58,Placamil
4785,520,3496.34,70,diltiazem
4786,120,575.17,40,VIY D
4787,120,19518.98,13,primidone
4788,150,2572.91,50,potassium ER 10 MEQ daily
4789,112595,9972.68,22,valsartan
4790,2160,11103.234819296562,13,Lisinopril Azathioprine Rosuvastatin Align Eyedrops: dorzolamide-timolol
4791,11990,28620.81,67,Align
4792,1650,11103.234819296562,13,Lisin/HCTZ 20/12.5mg
4793,11500,4168.19,13,sodium bicarbonate tab
4794,63410,17075.43,28,i got second covid shot on 2/6
4795,32000,11865.62,27,advair inhaler
4796,6000,23178.68,50,Cryselle
4797,2018,11103.234819296562,50,Multi Vit 1 QD
4798,31806,11103.234819296562,28,ferroussulfaye
4799,206475,19328.36,28,Tylenol take prior to and during first 24 hours after vaccine
4800,91,11103.234819296562,58,Diclofenac EC 50mg po bid prn
4801,408,304.63,22,isosorbide
4802,5244,11103.234819296562,46,baby aspirin 81 mg
4803,115,11103.234819296562,50,Victoza injection
4804,6360,28759.53,50,Keppra XR 1500mg daily Synthroid  88mcg Sun
4805,898,6522.64,50,D3
4806,15945,5180.86,13,Sertraline Hci 25mg
4807,9572,11103.234819296562,13,xyzal(pm)}- per Dr orders
4808,757,11103.234819296562,58,revlimid
4809,540,11103.234819296562,46,Sevlamar
4810,1800,10351.26,50,biotin
4811,25000,11103.234819296562,62,rhodiola
4812,100,5362.39,49,Prenatal Vit
4813,10500,39662.72,70,Mutlivitamin
4814,2685,21821.97,50,isosorbide
4815,1251,54424.24,2,5mg rosuvastatin
4816,4,11103.234819296562,51,nortriptyline 25 mgs SID
4817,9400,1593.67,28,Zertek
4818,2887,26859.39,50,Raloxifene 60 mg
4819,2744,25577.15,50,Vit D No prescriptions
4820,471,11103.234819296562,13,baby apririn
4821,4095,3456.02,62,polyethylene eye drops
4822,47,11103.234819296562,58,albuterol HFA
4823,1100,7655.99,61,Senna Plus prn
4824,11640,11103.234819296562,13,bupropion sr 100mg daily
4825,6658,11103.234819296562,58,vitamin C.
4826,2891,32667.09,50,Creon 36000
4827,39554,11051.22,13,No pregnancy complications
4828,73,11103.234819296562,51,PROBIOTIC
4829,50,11103.234819296562,50,Jantoven
4830,2000,11103.234819296562,50,Glucotrol
4831,50,659.27,70,sprintec birth control
4832,18,11103.234819296562,58,glucosine/condroitin
4833,100,11103.234819296562,28,probiotics  Preservision Areds 2...Montelukast
4834,339,11103.234819296562,50,Ambien
4835,230,11103.234819296562,58,cipro
4836,11,11103.234819296562,51,otherwise unknown
4837,2159,5642.36,4,simvistatin
4838,8,11103.234819296562,58,losartan
4839,423,11103.234819296562,70,Cyclobenzaprine
4840,22372,6369.79,13,rosveristatin
4841,25,11103.234819296562,49,centrum
4842,6,11103.234819296562,58,enteric aspirin
4843,100,11103.234819296562,50,Friday (Did not take until after vaccination) Atorvastatin 10mg  1 at bedtime
4844,7146,11103.234819296562,46,Ambien
4845,672,1472.41,2,EC aspirin
4846,1729,15123.48,50,percocet
4847,911,11103.234819296562,58,DRIED;MAGNESIUM CARBONATE]; METRONIDAZOLE
4848,7031,5324.08,2,Restiril
4849,17701,18114.34,13,vitamin D2  50
4850,42131,11103.234819296562,13,80 mg
4851,660,11103.234819296562,21,fiber
4852,240,2274.64,50,Calcium citrate
4853,50,11103.234819296562,58,rivastigmine
4854,26,11103.234819296562,51,proline
4855,44293,5567.75,22,nortriptyline
4856,2744,25577.2,50,biotin 10
4857,10,11103.234819296562,51,METOPROLOL 50  MG
4858,672,4379.48,50,Sig: 1 tablet- 2 tablets as needed for tension headache Orally Once a day   Taking Escitalopram Oxalate 10 MG Tablet
4859,32400,26930.79,13,lantus
4860,50000,7354.24,46,marine collagen cap
4861,67,11103.234819296562,58,Hydrochlorothiazide
4862,82981,14760.6,28,Docusate
4863,915,11941.94,50,Altoprev
4864,350,2933.25,61,Hhydrochlorothiazide
4865,10000,31923.61,50,PRENISOLONE EYE DROPS
4866,983,11103.234819296562,58,Bayer Aspirin 325 mg
4867,25000,3073.74,13,nifedipine
4868,21080,17074.8,46,omeprazole 20 mg bid
4869,64,11103.234819296562,58,Vit D. Tylenol
4870,2880,26380.35,50,dulcolax supp
4871,1700,11103.234819296562,58,metformin xr
4872,300,1075.54,2,Spironolactone
4873,36,11103.234819296562,42,1. Vyvanse
4874,10000,7878.43,28,Aspirin ec 81mg
4875,768,393.29,22,hydrocholorotidizide
4876,2500,3978.49,46,Toprol 50mg
4877,1000,4259.57,70,1/2 scoplamaine patch every 3 days.
4878,33000,11103.234819296562,62,Aldactone
4879,412,1375.8,70,Ortho tri cyclen lo
4880,6900,11103.234819296562,28,reglan
4881,1364,7845.09,50,diclofenac
4882,724,1042.36,2,Blood pressure
4883,167716,24636.23,62,Symbicort inhaler
4884,17337,3755.91,27,Imitrex
4885,1900,7153.63,21,500 mg Cephalexin
4886,36,11103.234819296562,51,Lisinopril 10mg daily; Wellbutrin 150mg BID; Sertraline 100mg qHS; Claritine OTC; Metamucil OTC; Flonase PRN
4887,71348,8144.11,62,viidyre
4888,2,11103.234819296562,70,triamcinolone acetonide
4889,1395,3035.87,2,AMOCILLINE
4890,60678,28304.85,46,TORSEMIDE
4891,3154,19112.91,50,Syrtroid
4892,200,11103.234819296562,58,OMEPRIZOL
4893,23,11103.234819296562,58,Lantus
4894,1625,1206.62,13,Estradiol patch
4895,10000,11103.234819296562,46,Vitamin B supplement
4896,2800,2964.49,13,Reglan
4897,275,2319.8,50,cardizem
4898,70,648.95,67,Miconazole Powder
4899,2040,2214.69,13,000 units weekly Calcium 600 orally daily Atoravastatin 10 mg daily
4900,51,1454.81,2,Metoprolol Succinate.
4901,34,11103.234819296562,58,Levothyroxine 150mg QD
4902,188,2553.06,2,gabapentin 300mg 2 tab tid
4903,6340,37297.95,50,Topical Ivermectin
4904,384,990.07,23,Estradiol 0.5MG cream 2 pumps (1ML) .
4905,42392,11103.234819296562,46,asa 81 mg daily
4906,2,11103.234819296562,51,and 80mg
4907,132,1595.38,70,phentermine(37.5mg/day)
4908,47716,22734.92,62,met form in
4909,23,1327.6,61,Sertraline 200mg daily
4910,11022,12580.0,46,unknown
4911,100000,51294.87,13,ezetimibe 10mg
4912,1000,8776.57,50,Furosemide 20 mg
4913,4,11103.234819296562,51,Heme Iron
4914,4657,21672.24,50,VITAMIN D3
4915,9,11103.234819296562,51,Blackcohosh medication
4916,91,11103.234819296562,58,Vit A
4917,24612,17541.06,13,avocado oil
4918,33711,2016.42,13,Lipitor
4919,30096,7567.99,28,fluticasone nasal spray
4920,32426,26980.59,13,antidepressant
4921,7,11103.234819296562,51,Ropinirole  1 po BID prn
4922,1461,1664.12,13,PROVENTIL
4923,1467,4822.01,13,babyaspirin
4924,1,14515.01,50,Vitamin C 500 mg
4925,1393,11103.234819296562,13,fexofenadine
4926,924,1411.52,43,OTC Claritin 10mg
4927,10000,23489.63,67,000 units
4928,10,11103.234819296562,58,metformin 500mg
4929,2945,125.42,50,Benazepril-HCTZ
4930,135,11103.234819296562,58,Started taking Pepcid two weeks ago
4931,31842,77833.24,70,prenatal vitamin daily
4932,450,2242.31,70,gummy vitamins
4933,2849,9162.21,50,Dabigatrain
4934,431,5346.38,50,Candibactin BR
4935,77143,3161.68,13,Type 2 Diabetes
4936,300,3825.21,50,Keppra XR 1500mg daily Synthroid  88mcg Sun
4937,7280,25818.23,70,FlowMax
4938,200,11103.234819296562,58,400 mg per day; Centrum Silver multi vitamin; Emergen-C 1000 mg Vit C; Glucosamine supplement; Pr
4939,2744,22223.95,50,women's daily vitamin
4940,19000,9612.49,13,MgOx
4941,3038,21084.84,50,Potassium CL 20 MEQ
4942,165,794.72,70,doxocin
4943,1932,11103.234819296562,13,Vitamin b12
4944,6155,146.5,13,atorvasatin
4945,231,250.0,42,Vitamin B-12 500mcg
4946,40,11103.234819296562,58,hydrochlorathiazide  iron
4947,2910,21684.99,50,epi pen (as needed)
4948,600,5848.39,2,polyethelene glycol.
4949,9960,9021.5,22,Tums intermittently
4950,140,11103.234819296562,58,Lovenox
4951,1470,7651.46,50,ranolazine
4952,120,11103.234819296562,58,Anastrozole.
4953,5600,1328.13,28,percocet
4954,2884,25052.44,50,Advair inhaler
4955,1686,5806.53,70,tri-lo-marzia
4956,545,11103.234819296562,58,Probenicid with Colchemine
4957,13703,11729.82,13,000 I.U.; Vitamin K2 45 mg; Vitamin A 3000 mcg; Strontiu
4958,40,11103.234819296562,70,adult tab
4959,15,11103.234819296562,50,Fluticasone/salmeterol
4960,446,11103.234819296562,58,ASPIRIN 81 MG
4961,11,11103.234819296562,51,sevelamar
4962,2500,11103.234819296562,70,INHALER.
4963,220,11103.234819296562,58,Atenolol 25mg daily
4964,350,11103.234819296562,50,Insulin Pantoprazole
4965,37927,25732.17,46,olanzapine
4966,77654,54417.75,13,Loratadine
4967,48,970.79,13,tiz
4968,20,5795.92,2,CANNABIS
4969,94,11103.234819296562,58,Preservision Ireds 2
4970,9000,5134.12,2,fluticasone-salmeterol inhaler
4971,54000,6105.79,13,Lidocane patch
4972,1400,954.38,2,Terazosin
4973,300,541.75,40,1000mg Fish Oil
4974,36000,20371.77,46,atenolol
4975,53,11103.234819296562,58,Triamterene 37.5 MG daily
4976,12000,12474.06,10,incruse
4977,954,2492.47,13,trajenta
4978,772,11103.234819296562,40,Miralax
4979,2500,5631.87,50,magnesium oxide 250mg bid
4980,5750,24821.13,50,vit. D
4981,32083,630.5,13,FLECAINIDE
4982,23,558.46,70,Birth control
4983,14,11103.234819296562,58,Lisinopril-Hctz 10/12.5mg po q AM
4984,1568,12950.74,50,Enegen-c with vitamin D Gummies
4985,47,11103.234819296562,51,Bupropion 450mg
4986,72558,3646.13,22,Metphormine
4987,754,11103.234819296562,13,Levoxyl
4988,2928,13303.36,50,Chewed
4989,11440,11103.234819296562,23,Allegra 1-2 times a day
4990,5102,13789.73,50,Glimepride
4991,350,2631.39,50,budesonide
4992,3200,11103.234819296562,58,and Benadryl.
4993,77,11103.234819296562,58,Probiotics
4994,11,2502.05,30,Jardianace
4995,6600,1192.25,13,probiotic 25 billion
4996,38400,6369.79,13,gabapentin 300mg
4997,1515,4851.0,70,renal vitamin
4998,1021,11103.234819296562,58,famotidine 20 mg 1 PO PRN heartburn
4999,2080,3095.28,46,LEVEMIR
5000,260,2384.79,50,Rial Jelly
5001,8215,1003.18,46,quinapril
5002,67120,4116.81,13,Isordil
5003,7435,91.67,50,lisiniprol
5004,5983,39069.63,50,anastrozole 1mg PO daily
5005,4000,11103.234819296562,13,fluconazole 200mg x2 every 12 hrs
5006,131,11103.234819296562,58,SPIriva 18 MCG CP-handihal
5007,5625,7549.41,2,metformin
5008,133,11103.234819296562,58,Probenicid with Colchemine
5009,200,9334.68,49,biotin.
5010,2890,11103.234819296562,2,ondansetron
5011,4099,36060.0,61,lovastatin 20 mg
5012,3,11103.234819296562,51,metoprolol 50 mg
5013,131704,119695.66,46,Lecithin
5014,1475,678.83,22,None.
5015,2744,24927.19,50,Lisinopril 40 M
5016,6,11103.234819296562,51,D & magnesium vitamin c vitamin e Glucosamine hci Condroitin Sulfate omega 3 fish oil CoQ-10 Aspirin Metamucil
5017,3000,1120.57,13,simvastatin 10 mg oral tablet [take 1 tablet (10 mg) by oral route twice a week] potassium citrate 10 mEq (1
5018,20,11103.234819296562,58,vitamin C & D
5019,450,11103.234819296562,58,XARELTO
5020,100,11103.234819296562,2,PRAVASTATIN
5021,4,11103.234819296562,58,clonazepam PRN
5022,1,13753.58,50,Amoxicillin
5023,14420,11103.234819296562,2,Set trail with
5024,2736,3940.54,2,Vitamin D 2000IU
5025,1301,2162.26,21,clobetasol 0.05% cream 1 application to affected area BID PRN leg
5026,3,11103.234819296562,51,Prazosin
5027,163929,20312.64,46,Vitamin c
5028,312,11103.234819296562,10,000 unit) Oral Cap Take 1 capsule by mouth every week ? Mometasone (ELOCON) 0.1 % Top Crea Apply to affected area(s) 2 times a day as needed for rash (face and neck) ? Clobetasol (TEMOVATE)
5029,2000,1315.14,42,diovan hct 320/12.5 one daily
5030,54383,20869.6,13,xtampza er 13.5 mg
5031,2094,11103.234819296562,28,Vitami D3
5032,10,618.89,13,Repatha
5033,170,143.57,70,methylprednisolone 4 mg
5034,3053,20705.23,50,fluoxetine
5035,4,11103.234819296562,58,cholecalciferol 10mcg
5036,7840,20193.21,22,turmeric curcumin 2250 2x
5037,1620,11103.234819296562,21,Atorvastatin.  Bethanechol
5038,99,11103.234819296562,58,Topiramate 200mg QD
5039,450,11103.234819296562,70,rosuvastatin 10mg daily
5040,1820,11103.234819296562,50,RIZATRIPTAN 10 MG AS NEEDED FOR HEADACHE
5041,1600,11103.234819296562,58,Debrox
5042,100,1084.27,2,sudafed PE as needed
5043,450,1938.15,70,Atorvastatin
5044,4484,32272.0,50,5mg
5045,20,11103.234819296562,51,B12 tabs
5046,31680,4263.08,13,Travatan gtts
5047,368,11103.234819296562,46,Goli
5048,26400,5159.33,13,Eliquis. Levothyroxine
5049,100,3896.68,46,buspirone
5050,15284,11103.234819296562,28,AREDS
5051,31680,4263.07,13,Cytomel
5052,53916,6105.79,13,alprazolam 0.5mg. B12 500mcg
5053,18,3785.84,2,400 mg Vitex
5054,264,2160.36,2,atorvastatin 20mg daily
5055,369,1729.95,70,vit. c
5056,5320,30.0,42,Escitalopram 10mg
5057,27,490.23,70,crestor 10 mg daily
5058,2870,24308.25,50,Ibuprofen 800 mg PRN
5059,175,1437.62,61,Carbidopa-levodopa
5060,27910,3961.7,13,Calcium Citrate
5061,8,11103.234819296562,51,BiCitra
5062,10000,11103.234819296562,46,000 1xweek Trellegy Emergen-C
5063,2744,22158.58,50,Vitamin B-12 (OTC)
5064,384,950.05,62,multi-vitamins
5065,15552,11103.234819296562,28,propantheline 15mg
5066,645,3453.53,50,000 units qweek
5067,6,11103.234819296562,51,Atorvastatin 20 mg
5068,40,11103.234819296562,42,Famotidine 40 mg daily
5069,28755,20294.85,13,osteo bi-flex triple strength
5070,2000,17918.72,70,preservision (2 tab / day)
5071,1,11103.234819296562,58,2000  Vitamine C daily
5072,9270,16847.52,13,Sonata
5073,129,1133.17,50,Ozempic and Linsipril.
5074,2516,1442.83,13,Ramsulosin 0.4mg daily
5075,1152,11103.234819296562,58,Acidophilus
5076,9070,11103.234819296562,23,Phenergan
5077,2352,19026.72,50,2 Nasal sprays
5078,3072,13383.47,50,Glucosamine Chondroitin
5079,20,11103.234819296562,51,ortho tri cyclen lo
5080,3184,2794.21,22,metoprolol succinate XL
5081,45,11103.234819296562,50,vitamin D2  50
5082,5,11103.234819296562,51,10000
5083,4230,37130.88,61,Milk of Mag
5084,6388,11103.234819296562,50,ASA 81 mg
5085,2929,18875.83,50,Pre-natal vitamins
5086,2737,23269.06,50,Azelastine nasal spray
5087,16185,11103.234819296562,46,Fentanyl Transdermal
5088,4500,11103.234819296562,58,B 12 alternating with multi vitamin
5089,37732,63818.03,13,Co Q10
5090,2000,1434.5,42,Hydroxychloroquine 200mg
5091,100,11103.234819296562,58,Colonopam
5092,25811,24936.5,22,LIQUID PROTEIN
5093,18000,40091.65,70,Furosemide once a day
5094,440,11103.234819296562,13,wellbutrin XL
5095,4,11103.234819296562,58,multivitamin daily and other supplements PRN.
5096,26540,4885.21,13,Depakote 500
5097,2160,11103.234819296562,46,Xyosted
5098,1200,1510.05,13,Humalog
5099,800,1045.5,13,Vitamins C
5100,160,11103.234819296562,50,1/2 scoplamaine patch every 3 days.
5101,11,11103.234819296562,51,Famotidine isosorbide atorvastatin
5102,20617,7651.56,13,Multi vitamin
5103,8,11103.234819296562,51,vitamin B
5104,38,11103.234819296562,51,"""1000mg  Magnesium 400 mg"
5105,5000,29918.58,50,magnesium citrate
5106,2814,22746.62,50,Rizatriptan
5107,5791,24147.39,70,ondanse
5108,65,783.21,43,Doxazosin
5109,129183,11103.234819296562,22,troprol-xl
5110,30,4500.71,67,Vit c and Vit e
5111,13300,23408.33,70,sertaline
5112,645,7015.04,2,Losinopril
5113,2000,7168.62,21,Azopt
5114,8245,7261.69,28,Atrovastatin
5115,2,11103.234819296562,58,OMEGA-3 OIL
5116,6816,5489.55,28,Fish Oil
5117,23845,3649.67,13,vitamin C.
5118,56,11103.234819296562,43,QUERCETIN 1200MG QD
5119,41296,11103.234819296562,46,tretinoin
5120,6000,11103.234819296562,28,Baclofen 10 MG twice a day
5121,2000,3029.18,46,Atorvastatin 40 mg QD
5122,2041,16654.29,50,amitriptyline 10mg
5123,250,2204.84,61,loratadine prn
5124,288,11103.234819296562,28,Joint pain
