,ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Suggest count
4502,45505,900-SS-T30,FPQ-10504,SCMS-157870,ASN-16323,South Sudan,PMO - US,Direct Drop,EXW,Air,8/15/12,8/21/12,18-Oct-12,18-Oct-12,18-Oct-12,HRDT,HIV test,"Trinity Biotech, Plc",pomegranate,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,47,1504.0,32.0,1.6,"Trinity Biotech, Plc",Yes,15,870.22,2.11,243
4503,45536,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,3/18/13,Date Not Captured,16-Apr-13,16-Apr-13,16-Apr-13,ARV,Adult,S. BUYS WHOLESALER,Duo-neb,Nevirapine,Viramune,200mg,Tablet,60,2,36.18,18.09,0.3,"Boehringer Ing., Koropi, GR",No,3424.441305712492,Freight Included in Commodity Cost,0.04,968
4504,45540,108-VN-T30,FPQ-13524,SCMS-226210,ASN-27101,Vietnam,PMO - US,Direct Drop,EXW,Air,2/6/14,3/10/14,18-Aug-14,18-Aug-14,25-Aug-14,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Singulair 10 mg,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,12100,98010.0,8.1,0.13,Mylan (formerly Matrix) Nashik,Yes,1685,3251.35,100.75,721
4505,45608,102-KE-T30,FPQ-3984,SCMS-50870,ASN-4770,Kenya,PMO - US,Direct Drop,EXW,Air,7/20/09,7/31/09,11-Sep-09,11-Sep-09,11-Sep-09,HRDT,HIV test,"Trinity Biotech, Plc",and naprosyn 200mg,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,500,16000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,170,2865.63,31.36,240
4506,45609,113-ZW-T30,FPQ-15380,SCMS-266490,ASN-31132,Zimbabwe,PMO - US,Direct Drop,EXW,Air,11/17/14,1/26/15,14-May-15,14-May-15,14-May-15,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Probiotic,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,,Test kit - Ancillary,1,5000,25000.0,5.0,5.0,"Alere Medical Co., Ltd.",No,3424.441305712492,See ASN-31132 (ID#:36641),29.42,383
4507,45640,116-ZA-T30,FPQ-12522,SCMS-199281,ASN-24455,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/13/13,10-Feb-14,10-Feb-14,10-Feb-14,ARV,Pediatric,"RAININ INSTRUMENT, LLC.",timolol,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,2,46.9,23.45,0.08,ABBVIE (Abbott) Logis. UK,Yes,3424.441305712492,Freight Included in Commodity Cost,0.06,953
4508,45644,104-CI-T30,FPQ-13622,SCMS-228880,ASN-26338,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,1/23/14,3/3/14,20-Jun-14,20-Jun-14,25-Jun-14,ARV,Adult,Aurobindo Pharma Limited,Na,Didanosine,Generic,250mg,Delayed-release capsules,30,2000,15160.0,7.58,0.25,"Aurobindo Unit III, India",Yes,150,1789.85,15.58,46
4509,45648,101-CD-T30,FPQ-13548,SCMS-224840,ASN-24721,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,1/22/14,1/28/14,4-Apr-14,4-Apr-14,28-Apr-14,HRDT,HIV test,"Trinity Biotech, Plc",Supposed to take daily hydrocortisone and lisinopril - did not that day,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,90,2880.0,32.0,1.6,"Trinity Biotech, Plc",No,3424.441305712492,See ASN-24721 (ID#:13708),2.96,963
4510,45652,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,3/18/13,Date Not Captured,16-Apr-13,16-Apr-13,16-Apr-13,ARV,Adult,S. BUYS WHOLESALER,Fish Oil,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,3,91.69,30.56,1.02,"Aurobindo Unit III, India",No,3424.441305712492,Freight Included in Commodity Cost,0.11,761
4511,45695,106-HT-T30,FPQ-9635,SCMS-148400,ASN-15792,Haiti,PMO - US,Direct Drop,EXW,Air,5/14/12,7/12/12,18-Aug-12,18-Aug-12,18-Aug-12,ARV,Pediatric,Aurobindo Pharma Limited,Thrive,Efavirenz,Generic,50mg,Capsule,30,1764,3951.36,2.24,0.07,"Aurobindo Unit III, India",Yes,106,1615.07,5.54,217
4512,45705,161-ZA-T30,FPQ-6708,SCMS-93530,ASN-10555,South Africa,PMO - US,Direct Drop,DDP,Ocean,11/26/10,12/14/10,7-Apr-11,13-Jun-11,13-Jun-11,ARV,Adult,Aurobindo Pharma Limited,Vitamin D supplement,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,28907,192231.55,6.65,0.22,"Aurobindo Unit III, India",Yes,3424.441305712492,Freight Included in Commodity Cost,317.18,657
4513,45723,105-SS-T30,FPQ-12623,SCMS-200911,ASN-22749,South Sudan,PMO - US,Direct Drop,EXW,Air,7/18/13,8/5/13,24-Jan-14,24-Jan-14,24-Jan-14,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Diltiazem CD 120 MG daily,"HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,,Test kit - Ancillary,100,115,920.0,8.0,0.08,"Alere Medical Co., Ltd.",Yes,149,3256.76,1.14,25
4514,45729,161-ZA-T30,FPQ-7175,SCMS-103380,ASN-12380,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/11,3/24/11,4-Jan-12,4-Jan-12,4-Jan-12,ARV,Adult,Aurobindo Pharma Limited,spiriva inhaler,Zidovudine,Generic,300mg,Tablet,60,92887,678075.1,7.3,0.12,"Aurobindo Unit III, India",Yes,4810,6599.86,1118.82,474
4515,45741,105-SS-T30,FPQ-15569,SCMS-272150,ASN-31765,South Sudan,PMO - US,Direct Drop,EXW,Air,12/29/14,2/20/15,25-Jul-15,25-Jul-15,29-Jul-15,HRDT,HIV test,"Trinity Biotech, Plc",hydrochlorothiazide 12.5mg x1 day,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,35,1120.0,32.0,1.6,"Trinity Biotech, Plc",No,3424.441305712492,See ASN-31765 (ID#:41640),1.32,892
4516,45793,116-ZA-T30,FPQ-15869,SCMS-278620,ASN-32073,South Africa,PMO - US,Direct Drop,DDP,Truck,2/23/15,5/7/15,7-May-15,7-May-15,7-May-15,ARV,Adult,PHARMACY DIRECT,levithyroxine,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,5000,177172.11,35.43,1.18,Mylan (formerly Matrix) Nashik,Yes,3424.441305712492,Freight Included in Commodity Cost,208.53,464
4517,45801,102-KE-T30,FPQ-9127,SCMS-134430,ASN-13564,Kenya,PMO - US,Direct Drop,CIP,Air,1/13/12,1/19/12,8-Feb-12,8-Feb-12,8-Feb-12,HRDT,HIV test,BIOLYTICAL LABORATORIES INC.,10 mg rapid dissolve PO tid,"HIV 1/2, INSTI HIV 1/2 Antibody Kit",INSTi,,Test kit,48,32,2657.28,83.04,1.73,bioLytical Laboratories,Yes,58,836.14,3.73,284
4518,45848,101-CD-T30,FPQ-12093,SCMS-189060,ASN-20771,"Congo, DRC",PMO - US,Direct Drop,FCA,Air,4/23/13,5/23/13,20-Nov-13,18-Nov-13,5-Dec-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aspirin 81mg,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,20,616.4,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,52,1573.41,0.76,835
4519,45929,111-MZ-T30,FPQ-13093,SCMS-211560,ASN-24097,Mozambique,PMO - US,Direct Drop,EXW,Air,10/15/13,11/13/13,10-Feb-14,10-Feb-14,15-Mar-14,HRDT,HIV test,"Orgenics, Ltd",Paroxetine,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,9575,766000.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,3890,29244.02,787.45,290
4520,45968,108-VN-T30,FPQ-4081,SCMS-51470,ASN-4801,Vietnam,PMO - US,Direct Drop,FCA,Air,8/10/09,8/12/09,29-Sep-09,29-Sep-09,29-Sep-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),spironolactone,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,320,26304.0,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,88,823.94,51.56,609
4521,45977,109-TZ-T30,FPQ-13048,SCMS-210900,ASN-23916,Tanzania,PMO - US,Direct Drop,EXW,Air,10/3/13,10/28/13,7-Mar-14,7-Mar-14,15-Mar-14,ARV,Adult,Aurobindo Pharma Limited,Fatigue,Zidovudine,Generic,300mg,Tablet,60,20172,109533.96,5.43,0.09,"Aurobindo Unit III, India",Yes,1104,5765.11,135.49,187
4522,46005,107-RW-T30,FPQ-8741,SCMS-129510,ASN-15328,Rwanda,PMO - US,Direct Drop,CIP,Air,11/30/11,3/9/12,28-Jun-12,28-Jun-12,28-Jun-12,ARV,Pediatric,CIPLA LIMITED,Milrinone,Lamivudine,Generic,10mg/ml,Oral solution,240,9565,18651.75,1.95,0.01,"Cipla, Goa, India",Yes,6490,3010.89,26.15,326
4523,46010,107-RW-T30,FPQ-6185,SCMS-84440,ASN-9044,Rwanda,PMO - US,Direct Drop,CIP,Air,9/3/10,9/17/10,9-Dec-10,9-Dec-10,9-Dec-10,ARV,Adult,HETERO LABS LIMITED,desipramine. flonase,Nevirapine,Generic,200mg,Tablet,60,63254,166990.56,2.64,0.04,Hetero Unit III Hyderabad IN,Yes,3700,Freight Included in Commodity Cost,360.03,199
4524,46067,109-TZ-T30,FPQ-6795,SCMS-103291,ASN-11005,Tanzania,PMO - US,Direct Drop,FCA,Air,1/27/11,4/14/11,14-Jul-11,14-Jul-11,14-Jul-11,ARV,Adult,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),protonix 40 mg daily,Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,18311,433421.37,23.67,0.79,Bristol-Myers Squibb Anagni IT,No,3424.441305712492,See ASN-11005 (ID#:27881),715.15,667
4525,46082,117-ET-T30,FPQ-9210,SCMS-134740,ASN-14557,Ethiopia,PMO - US,Direct Drop,EXW,Air,1/18/12,1/23/12,25-Apr-12,25-Apr-12,25-Apr-12,HRDT,HIV test,"Trinity Biotech, Plc",Larin 24,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,43,1376.0,32.0,1.6,"Trinity Biotech, Plc",Yes,15,406.68,1.93,675
4526,46095,106-HT-T30,FPQ-16100,SCMS-288830,ASN-33571,Haiti,PMO - US,Direct Drop,CIP,Air,3/30/15,5/22/15,26-Aug-15,26-Aug-15,27-Aug-15,ARV,Pediatric,"MSD LATIN AMERICA SERVICES, S. DE R.L. DE C.V.",atorvastatin ca 80 mg daily,Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,420,7123.2,16.96,0.09,"MSD, Haarlem, NL",Yes,3424.441305712492,Freight Included in Commodity Cost,8.38,127
4527,46099,161-ZA-T30,FPQ-5303,SCMS-68950,ASN-7083,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/10,3/19/10,9-Jun-10,10-Jun-10,10-Jun-10,ARV,Adult,Aurobindo Pharma Limited,mometasone-formoterol,Nevirapine,Generic,200mg,Tablet,60,38341,111955.72,2.92,0.05,"Aurobindo Unit III, India",Yes,4522,6369.8,241.38,395
4528,46106,105-SS-T30,FPQ-9807,SCMS-147621,ASN-16786,South Sudan,PMO - US,Direct Drop,EXW,Air,5/18/12,6/20/12,8-Feb-13,8-Feb-13,8-Feb-13,HRDT,HIV test,"Trinity Biotech, Plc",WARFARIN,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,597,19104.0,32.0,1.6,"Trinity Biotech, Plc",Yes,209,3088.04,26.78,962
4529,46114,A02-SL-T50,FPQ-16015,SCMS-285340,ASN-31819,Sierra Leone,PMO - US,Direct Drop,EXW,Air,4/3/15,4/20/15,6-May-15,6-May-15,21-May-15,HRDT,HIV test,"Standard Diagnostics, Inc.",cartia. estradiol,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,1500,30750.0,20.5,0.82,"Standard Diagnostics, Korea",Yes,3424.441305712492,Invoiced Separately,36.19,120
4530,46127,107-RW-T30,FPQ-6341,SCMS-84990,ASN-11548,Rwanda,PMO - US,Direct Drop,EXW,Ocean,9/3/10,9/28/10,17-Oct-11,17-Oct-11,17-Oct-11,ARV,Adult,HETERO LABS LIMITED,Centrium Silver 1 tab.  Miacinamide,Nevirapine,Generic,200mg,Tablet,60,236925,575727.75,2.43,0.04,Hetero Unit III Hyderabad IN,Yes,13622,82095.85,1241.27,379
4531,46129,111-MZ-T30,FPQ-6562,SCMS-93760,ASN-9741,Mozambique,PMO - US,Direct Drop,EXW,Air,11/16/10,1/12/11,10-Mar-11,10-Mar-11,10-Mar-11,HRDT,HIV test,"Orgenics, Ltd",Metropalol,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,61,4739.7,77.7,0.78,Inverness Japan,Yes,28,1001.47,7.82,66
4532,46130,108-VN-T30,FPQ-12539,SCMS-199830,ASN-23666,Vietnam,PMO - US,Direct Drop,EXW,Air,7/11/13,8/2/13,17-Feb-14,17-Feb-14,15-Mar-14,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Cephalexin,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,40593,452611.95,11.15,0.37,Mylan (formerly Matrix) Nashik,Yes,4585,6881.65,559.88,605
4533,46156,109-TZ-T30,FPQ-9211,SCMS-136930,ASN-14645,Tanzania,PMO - US,Direct Drop,EXW,Air,1/25/12,2/17/12,25-May-12,25-May-12,25-May-12,HRDT,HIV test,"Orgenics, Ltd",elderberry gummy,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2926,234080.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1394,24596.33,328.18,424
4534,46170,116-ZA-T30,FPQ-7176,SCMS-104390,ASN-11198,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/11,4/1/11,14-Sep-11,14-Sep-11,14-Sep-11,ARV,Adult,Aurobindo Pharma Limited,prenatel mvi qd,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,19836,167019.12,8.42,0.14,"Aurobindo Unit III, India",Yes,1820,698,275.58,949
4535,46177,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28033,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,vitamin C (25mcg/day),Nevirapine,Generic,200mg,Tablet,60,104,2036.11,19.58,0.33,"Aurobindo Unit III, India",No,3424.441305712492,Freight Included in Commodity Cost,2.52,682
4536,46198,108-VN-T30,FPQ-9001,SCMS-131600,ASN-15081,Vietnam,PMO - US,Direct Drop,FCA,Air,12/15/11,1/25/12,6-Jul-12,6-Jul-12,6-Jul-12,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Quercetin (1000mg Daily),Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1922,116896.04,60.82,0.51,ABBVIE Ludwigshafen Germany,Yes,467,1842.23,163.89,938
4537,46206,116-ZA-T30,FPQ-4359,SCMS-54980,ASN-5372,South Africa,PMO - US,Direct Drop,DDP,Truck,10/8/09,10/15/09,21-Oct-09,21-Oct-09,21-Oct-09,ARV,Adult,S. BUYS WHOLESALER,misoprosotol,Lamivudine,Epivir,150mg,Tablet,60,2600,16744.82,6.44,0.11,GSK Cape Town Factory (South Africa),No,3424.441305712492,Freight Included in Commodity Cost,32.82,512
4538,46209,107-RW-T30,FPQ-4032,SCMS-51680,ASN-4976,Rwanda,PMO - US,Direct Drop,EXW,Air,8/5/09,8/18/09,27-Oct-09,27-Oct-09,27-Oct-09,HRDT,HIV test,"Orgenics, Ltd",mididrine,"HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,5084,355880.0,70.0,0.7,Inverness Japan,Yes,1153,46638.41,697.52,69
4539,46227,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28034,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Pediatric,S. BUYS WHOLESALER,estradiol 0.05mg patch,Abacavir,Generic,20mg/ml,Oral solution,240,124,3352.74,27.04,0.11,"Aurobindo Unit III, India",No,3424.441305712492,Freight Included in Commodity Cost,4.15,768
4540,46228,103-ZW-T30,FPQ-13969,SCMS-239220,ASN-27095,Zimbabwe,PMO - US,Direct Drop,EXW,Air,4/8/14,5/16/14,30-Jul-14,30-Jul-14,31-Jul-14,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),400 mg per day; Centrum Silver multi vitamin; Emergen-C 1000 mg Vit C; Glucosamine supplement; Pr,Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,48127,95772.73,1.99,0.03,Mylan (formerly Matrix) Nashik,Yes,2383,18232.17,98.45,57
4541,46250,101-CD-T30,FPQ-14636,SCMS-250230,ASN-29533,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,7/23/14,7/31/14,12-Feb-15,12-Feb-15,24-Feb-15,ARV,Adult,MICRO LABS LIMITED,Citirizine,Lamivudine,Generic,150mg,Tablet,60,3974,6835.28,1.72,0.03,"Micro labs, Verna, Goa, India",Yes,209,3743.84,7.03,507
4542,46310,A02-SL-T50,FPQ-16015,SCMS-285380,ASN-31929,Sierra Leone,PMO - US,Direct Drop,EXW,Air,4/3/15,4/20/15,20-May-15,20-May-15,19-Jun-15,HRDT,HIV test,"Trinity Biotech, Plc",armodafanil,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,400,12800.0,32.0,1.6,"Trinity Biotech, Plc",Yes,3424.441305712492,Invoiced Separately,15.07,106
4543,46323,105-GH-T30,FPQ-14052,SCMS-237820,ASN-26537,Ghana,PMO - US,Direct Drop,EXW,Air,4/12/14,5/23/14,17-Jul-14,17-Jul-14,17-Jul-14,ARV,Pediatric,Aurobindo Pharma Limited,and a multivitamin.,Nevirapine,Generic,10mg/ml,Oral suspension,240,2286,3451.86,1.51,0.01,"Aurobindo Unit III, India",Yes,972,7719,3.55,803
4544,46348,111-MZ-T30,FPQ-11915,SCMS-185200,ASN-21426,Mozambique,PMO - US,Direct Drop,EXW,Air,3/20/13,4/11/13,9-Oct-13,9-Oct-13,6-Nov-13,ARV,Adult,STRIDES ARCOLAB LIMITED,acetaminophen 500 mg every 6 hours as needed for pain,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,18025,52633.0,2.92,0.05,"Strides, Bangalore, India.",Yes,1139,4683.02,65.11,423
4545,46353,133-NG-T30,FPQ-10349,SCMS-155300,ASN-17316,Nigeria,PMO - US,Direct Drop,EXW,Air,7/17/12,8/10/12,21-Dec-12,21-Dec-12,21-Dec-12,HRDT,HIV test,"Trinity Biotech, Plc",Cosopt,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,6042,193344.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1990,22859.07,271.07,335
4546,46355,106-HT-T30,FPQ-14083,SCMS-240200,ASN-27005,Haiti,PMO - US,Direct Drop,EXW,Air,5/11/14,6/2/14,25-Aug-14,25-Aug-14,28-Aug-14,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),low dose aspirin,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,58,232.0,4.0,0.13,Mylan (formerly Matrix) Nashik,Yes,19,1274.35,0.24,106
4547,46372,116-ZA-T30,FPQ-5535,SCMS-71370,ASN-7373,South Africa,PMO - US,Direct Drop,DDP,Truck,4/19/10,4/21/10,31-May-10,31-May-10,31-May-10,ARV,Pediatric,S. BUYS WHOLESALER,women's health supplement,Nevirapine,Viramune,10mg/ml,Oral suspension,240,120,1897.36,15.81,0.07,Boehringer Ingelheim Roxane US,No,3424.441305712492,Freight Included in Commodity Cost,4.09,245
4548,46395,116-ZA-T30,FPQ-13214,SCMS-215430,ASN-23608,South Africa,PMO - US,Direct Drop,DDP,Truck,11/14/13,12/2/13,9-Dec-13,9-Dec-13,20-Dec-13,ARV,Pediatric,S. BUYS WHOLESALER,Multivitamin; Alergy (antihistamine),Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,4,92.5,23.12,0.08,ABBVIE (Abbott) Logis. UK,Yes,3424.441305712492,Freight Included in Commodity Cost,0.1,170
4549,46409,101-CD-T30,FPQ-16001,SCMS-280220,ASN-32231,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,3/10/15,3/17/15,23-Jul-15,23-Jul-15,29-Jul-15,HRDT,HIV test,"Orgenics, Ltd",Restasis emu 0.05%,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,552,44160.0,80.0,0.8,"Alere Medical Co., Ltd.",No,3424.441305712492,See ASN-32231 (ID#:13648),51.98,453
4550,46411,104-CI-T30,FPQ-12135,SCMS-188310,ASN-23737,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,4/18/13,5/21/13,22-Jan-14,22-Jan-14,27-Jan-14,HRDT,HIV test,"Orgenics, Ltd",oxygen 24/7,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,4400,352000.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1808,23237.62,435.42,629
4551,46429,103-ML-T30,FPQ-15006,SCMS-260710,ASN-31431,Mali,PMO - US,Direct Drop,CIP,Air,10/7/14,11/18/14,20-May-15,20-May-15,16-Jul-15,HRDT,HIV test - Ancillary,Orasure Technologies Inc.,Triamcinolone cream,"HIV, OraQuick Controls Kit, 3 Vials",OraQuick,,Test kit - Ancillary,1,20,500.0,25.0,25.0,"Orasure Technologies, Inc USA",Yes,3424.441305712492,Freight Included in Commodity Cost,0.51,583
4552,46432,104-CI-T30,FPQ-3967,SCMS-52590,ASN-5279,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,8/21/09,9/14/09,10-Nov-09,10-Nov-09,10-Nov-09,ARV,Adult,Aurobindo Pharma Limited,allergy meds,Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,1461,33603.0,23.0,0.77,"Aurobindo Unit III, India",Yes,154,2986.16,65.86,153
4553,46447,114-UG-T30,FPQ-12290,SCMS-192170,ASN-22706,Uganda,PMO - US,Direct Drop,CIP,Air,5/17/13,7/3/13,20-Nov-13,20-Nov-13,21-Nov-13,ARV,Adult,ASPEN PHARMACARE,Calcium and Tumeric,Darunavir,Prezista,300mg,Tablet,120,841,56010.6,66.6,0.55,"Aspen-OSD, Port Elizabeth, SA",Yes,169,359.53,69.29,404
4554,46460,114-UG-T30,FPQ-15303,SCMS-264950,ASN-31157,Uganda,PMO - US,Direct Drop,EXW,Air,11/11/14,11/25/14,8-Apr-15,8-Apr-15,8-Apr-15,ARV,Pediatric,Aurobindo Pharma Limited,Cryselle,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,1560,12542.4,8.04,0.13,"Aurobindo Unit III, India",Yes,166,1488.99,14.76,401
4555,46464,104-CI-T30,FPQ-8210,SCMS-124150,ASN-13582,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,8/11/11,10/5/11,17-Feb-12,17-Feb-12,17-Feb-12,HRDT,HIV test,"Orgenics, Ltd",valproic acid,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2746,219680.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1312,27254.17,362.47,533
4556,46468,161-ZA-T30,FPQ-7175,SCMS-103910,ASN-11194,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/11,3/28/11,6-Sep-11,6-Sep-11,6-Sep-11,ARV,Adult,STRIDES ARCOLAB LIMITED,ibuprofen 400 mgm qd,Lamivudine,Generic,150mg,Tablet,60,515000,1251450.0,2.43,0.04,"Strides, Bangalore, India.",Yes,3424.441305712492,Freight Included in Commodity Cost,2064.89,873
4557,46502,108-VN-T30,FPQ-10811,SCMS-164680,ASN-18664,Vietnam,PMO - US,Direct Drop,EXW,Air,10/15/12,11/7/12,2-Apr-13,2-Apr-13,2-Apr-13,ARV,Adult,HETERO LABS LIMITED,Clucosamine Chrondronitin,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,24377,170639.0,7.0,0.12,Hetero Unit III Hyderabad IN,No,3424.441305712492,See ASN-18664 (ID#:19406),211.08,443
4558,46512,104-CI-T30,FPQ-7325,SCMS-106600,ASN-11739,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,3/9/11,5/5/11,8-Sep-11,8-Sep-11,8-Sep-11,HRDT,HIV test,"Orgenics, Ltd",Centrum,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,494,39520.0,80.0,0.8,Inverness Japan,Yes,240,7681.19,65.21,148
4559,46513,116-ZA-T30,FPQ-14942,SCMS-259075,ASN-32122,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/14,5/11/15,12-May-15,12-May-15,12-May-15,ARV,Adult,PHARMACY DIRECT,Calcium Citrate 500 mg (2X/day),Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,11,240.14,21.83,0.73,"Aurobindo Unit III, India",No,3424.441305712492,Freight Included in Commodity Cost,0.25,97
4560,46556,116-ZA-T30,FPQ-15269,SCMS-267020,ASN-29764,South Africa,PMO - US,Direct Drop,DDP,Truck,10/29/14,12/10/14,10-Dec-14,10-Dec-14,10-Dec-14,ARV,Pediatric,S. BUYS WHOLESALER,Synthroid/Levothyroxine,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,2,10.34,5.17,0.09,ABBVIE Ludwigshafen Germany,No,3424.441305712492,Freight Included in Commodity Cost,0.01,530
4561,46574,107-RW-T30,FPQ-8741,SCMS-129530,ASN-15232,Rwanda,PMO - US,Direct Drop,CIP,Air,11/30/11,3/9/12,15-Jun-12,15-Jun-12,15-Jun-12,ARV,Pediatric,CIPLA LIMITED,Flunisolide Soln.,Lamivudine/Stavudine,Generic,60/12mg,Chewable/dispersible tablet - FDC,60,672,2466.24,3.67,0.06,"Cipla, Goa, India",Yes,49,221.96,3.46,24
4562,46582,108-VN-T30,FPQ-7565,SCMS-107620,ASN-10838,Vietnam,PMO - US,Direct Drop,EXW,Air,4/21/11,4/29/11,10-Jun-11,10-Jun-11,10-Jun-11,ARV,Adult,CIPLA LIMITED,Avapro,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,4500,29025.0,6.45,0.22,"Cipla, Goa, India",Yes,320,4890.38,47.89,216
