,ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Suggest count,Delivery Time,Shipment Cost,lat,long,db_cluster,Supply score
5139,57016,104-CI-T30,FPQ-12806,SCMS-206570,ASN-24432,Côte d'Ivoire,PMO - US,Direct Drop,EXW,0,8/9/13,9/17/13,2014-02-27,27-Feb-14,26-Mar-14,ARV,Pediatric,13,nifedipine,Zidovudine,Generic,100mg,Capsule,100,400,1800.0,4.5,0.04,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,2.23,509,163,0.008105873212642502,17.46605305,78.38315469438473,1,11117.242925169774
5140,57055,133-NG-T30,FPQ-12812,SCMS-210351,ASN-23946,Nigeria,PMO - US,Direct Drop,EXW,0,8/13/13,11/1/13,2014-02-18,18-Feb-14,19-Mar-14,HRDT,HIV test,50,Metformin,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,10798,961022.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,4388,66059.65,1188.78,397,109,0.0013942040061775847,24.25216005110323,62.08901659224073,0,66109.651394204
5141,57087,114-UG-T30,FPQ-14407,SCMS-244540,ASN-28239,Uganda,PMO - US,Direct Drop,EXW,0,6/11/14,6/20/14,2014-10-28,28-Oct-14,29-Oct-14,ARV,Adult,46,whey powder,Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,3115,62300.0,20.0,0.67,Mylan (formerly Matrix) Nashik,Yes,420,2335.73,64.04,919,130,0.001785316823358557,24.25216005110323,62.08901659224073,0,2381.7317853168233
5142,57117,161-ZA-T30,FPQ-7175,SCMS-103500,ASN-11199,South Africa,PMO - US,Direct Drop,DDP,2,3/10/11,3/24/11,2011-09-02,2-Sep-11,2-Sep-11,ARV,Adult,13,hydroxychloroquine (pre-existing prescription to pandemic),Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,25000,210500.0,8.42,0.14,"Aurobindo Unit III, India",Yes,2303,3790.0,347.32,794,162,6.582718193660443e-05,17.46605305,78.38315469438473,1,3806.000065827182
5143,57173,104-CI-T30,FPQ-4484,SCMS-56480,ASN-5620,Côte d'Ivoire,PMO - US,Direct Drop,EXW,0,10/29/09,11/3/09,2010-01-21,21-Jan-10,21-Jan-10,HRDT,HIV test,50,Valacyclovir HCL 500 mg 1x daily,"HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,3500,245000.0,70.0,0.7,Inverness Japan,Yes,794,12499.27,528.22,232,79,0.004497758186397985,57.4797553,-4.223209,3,12552.274497758186
5144,57218,108-VN-T30,FPQ-4265,SCMS-57130,ASN-6266,Vietnam,PMO - US,Direct Drop,EXW,0,10/20/09,11/13/09,2010-03-19,19-Mar-10,19-Mar-10,ARV,Adult,13,bupropion (300mg/day),Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,15204,130906.44,8.61,0.14,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,256.58,24,126,0.00021325633287667725,17.46605305,78.38315469438473,1,11117.235032552895
5145,57257,161-ZA-T30,FPQ-6262,SCMS-84250,ASN-9452,South Africa,PMO - US,Direct Drop,DDP,2,8/31/10,9/21/10,2010-12-15,11-Feb-11,11-Feb-11,ARV,Adult,62,birth control mono-linyah,Lamivudine,Generic,150mg,Tablet,60,122743,303175.21,2.47,0.04,"Strides, Bangalore, India.",Yes,3424.441305712492,11103.234819296562,653.65,757,85,2.641575719232055e-05,24.25216005110323,62.08901659224073,0,11167.234845712319
5146,57266,103-KE-T30,FPQ-9856,SCMS-149180,ASN-16494,Kenya,PMO - US,Direct Drop,EXW,0,5/24/12,6/13/12,2012-10-15,15-Oct-12,15-Oct-12,HRDT,HIV test,70,prenatal vitamin w/DHA,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,15000,480000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,4956,36219.03,672.96,575,124,0.00048720782889426955,24.25216005110323,62.08901659224073,0,36289.03048720783
5147,57308,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,3,3/18/13,2006-05-02,2013-04-16,16-Apr-13,16-Apr-13,ARV,Adult,58,Lack of Appetite,Didanosine,Generic,400mg,Delayed-release capsules,30,251,4996.06,19.9,0.66,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,6.18,916,2541,0.012917726235286857,17.46605305,78.38315469438473,1,11165.247737022797
5148,57339,161-ZA-T30,FPQ-7175,SCMS-103680,ASN-13226,South Africa,PMO - US,Direct Drop,DDP,2,3/10/11,3/23/11,2011-12-01,9-Jan-12,9-Jan-12,ARV,Adult,23,Toujeo (insulin glargine) 50 units daily,Efavirenz,Generic,600mg,Tablet,30,105813,454995.9,4.3,0.14,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,8351,7292.26,750.74,696,253,8.252482905274868e-06,24.25216005110323,62.08901659224073,0,7317.260008252483
5149,57344,116-ZA-T30,FPQ-13973,SCMS-238555,ASN-29257,South Africa,PMO - US,Direct Drop,DDP,3,4/30/14,11/4/14,2014-11-05,5-Nov-14,5-Nov-14,ARV,Pediatric,51,vit B,Abacavir,Generic,20mg/ml,Oral solution,240,45,1102.97,24.51,0.1,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,1.13,551,1,0.07205220633460002,17.46605305,78.38315469438473,1,11158.306871502897
5150,57346,103-CM-T30,FPQ-8396,SCMS-122270,ASN-12701,Cameroon,PMO - US,Direct Drop,EXW,0,9/13/11,9/15/11,2011-11-18,18-Nov-11,18-Nov-11,HRDT,HIV test,29,LIPITOR,"HIV 1/2, HEXAGON Rapid HIV Kit",Hexagon,,Test kit,100,20,2231.6,111.58,1.12,Human Diagnostic,Yes,30,549.16,3.68,806,64,0.9152666666666666,6.121944,125.1900418,-1,578.0752666666666
5151,57377,116-ZA-T30,FPQ-14942,SCMS-259079,ASN-33851,South Africa,PMO - US,Direct Drop,DDP,3,9/11/14,10/9/14,2015-08-24,24-Aug-15,24-Aug-15,ARV,Adult,51,men?s multi vitamin,Nevirapine,Generic,200mg,Tablet,60,24,329.7,13.74,0.23,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,0.34,288,319,0.13509788687737503,17.46605305,78.38315469438473,1,11158.36991718344
5152,57379,108-VN-T30,FPQ-4266,SCMS-56540,ASN-7740,Vietnam,PMO - US,Direct Drop,EXW,0,10/20/09,11/11/09,2010-08-23,23-Aug-10,23-Aug-10,ARV,Adult,13,LUTERA,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,22008,189488.88,8.61,0.14,"Aurobindo Unit III, India",Yes,2148,12793.94,371.4,208,285,0.00027063842367799895,17.46605305,78.38315469438473,1,12807.940270638424
5153,57392,900-UG-T30,FPQ-10089,SCMS-149411,ASN-15514,Uganda,PMO - US,Direct Drop,EXW,0,6/7/12,6/12/12,2012-07-27,27-Jul-12,27-Jul-12,ARV,Adult,28,ALBUTEROL INHALER AS NEEDED,Nevirapine,Generic,200mg,Tablet,60,40860,95612.4,2.34,0.04,Hetero Unit III Hyderabad IN,Yes,12945,48653.36,134.05,325,45,9.198402745755746e-05,17.4064817,78.4848769,1,48682.360091984025
5154,57394,102-SZ-T30,FPQ-10537,SCMS-159090,ASN-16722,Swaziland,PMO - US,Direct Drop,EXW,0,8/23/12,9/12/12,2012-10-19,19-Oct-12,19-Oct-12,HRDT,HIV test - Ancillary,50,Tresiba insulin,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,,Test kit - Ancillary,1,220,1430.0,6.5,6.5,"Alere Medical Co., Ltd.",Yes,3424.441305712492,11103.234819296562,2.0,550,37,0.014737951295713642,24.25216005110323,62.08901659224073,0,11153.249557247858
5155,57447,108-VN-T30,FPQ-13034,SCMS-210050,ASN-25327,Vietnam,PMO - US,Direct Drop,EXW,0,10/4/13,10/7/13,2014-05-15,15-May-14,14-May-14,ARV,Adult,46,37.5-25 mg Triamerene-HCTZ,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,4980,40338.0,8.1,0.13,Mylan (formerly Matrix) Nashik,Yes,695,1377.02,49.9,924,220,0.00039785617289301087,24.25216005110323,62.08901659224073,0,1423.0203978561728
5156,57449,108-VN-T30,FPQ-14516,SCMS-249030,ASN-29588,Vietnam,PMO - US,Direct Drop,FCA,0,7/9/14,8/11/14,2015-01-15,15-Jan-15,22-Jan-15,ARV,Adult,2,Ibuprofen 400 mg to help with the vaccine taken the night before. Was given 2 shots of epi,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,4400,267608.0,60.82,0.51,ABBVIE Ludwigshafen Germany,Yes,1073,1475.94,275.1,958,157,0.00031261967296450057,49.47470885,8.437682841085376,2,1479.940312619673
5157,57493,104-CI-T30,FPQ-5544,SCMS-71910,ASN-7323,Côte d'Ivoire,PMO - US,Direct Drop,CIP,0,4/19/10,4/26/10,2010-07-06,6-Jul-10,6-Jul-10,ARV,Pediatric,18,Garlic Oil,Didanosine,Videx,50mg,Chewable/dispersible tablet,60,2000,19000.0,9.5,0.16,"BMS Meymac, France",Yes,391,830.05,40.96,47,71,0.0010614450127877236,24.25216005110323,62.08901659224073,0,848.0510614450127
5158,57513,102-AO-T30,FPQ-6434,SCMS-91620,ASN-9640,Angola,PMO - US,Direct Drop,EXW,0,10/28/10,11/10/10,2011-04-14,14-Apr-11,14-Apr-11,HRDT,HIV test,70,Phillips Colon Health,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,500,16000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,260,9597.9,34.5,934,155,0.07382999999999999,24.25216005110323,62.08901659224073,0,9667.973829999999
5159,57537,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27978,South Africa,PMO - US,Direct Drop,DDP,3,7/11/13,8/27/14,2014-08-27,27-Aug-14,27-Aug-14,ARV,Adult,58,GNC Collagen,Efavirenz,Generic,600mg,Tablet,30,203,3395.39,16.73,0.56,Hetero Unit III Hyderabad IN,No,3424.441305712492,11103.234819296562,4.2,859,0,0.015972163965798033,17.4064817,78.4848769,1,11165.250791460528
5160,57538,161-ZA-T30,FPQ-6262,SCMS-83810,ASN-10575,South Africa,PMO - US,Direct Drop,DDP,2,8/31/10,9/24/10,2011-06-03,3-Jun-11,3-Jun-11,ARV,Pediatric,13,heart medication,Efavirenz,Generic,50mg,Capsule,30,55000,131450.0,2.39,0.08,"Aurobindo Unit III, India",Yes,3099,7321.43,283.41,840,252,4.2954794801842236e-05,17.46605305,78.38315469438473,1,7337.430042954795
5161,57540,101-CD-T30,FPQ-12093,SCMS-189070,ASN-20218,"Congo, DRC",PMO - US,Direct Drop,EXW,0,4/23/13,5/17/13,2013-11-28,28-Nov-13,3-Dec-13,ARV,Pediatric,13,Metformin 850mg Bid,Didanosine,Generic,200mg,Delayed-release capsules,30,75,825.0,11.0,0.37,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,1.02,853,195,0.043231323800760016,17.46605305,78.38315469438473,1,11117.278050620364
5162,57541,111-MZ-T30,FPQ-7054,SCMS-98430,ASN-12216,Mozambique,PMO - US,Direct Drop,FCA,0,1/21/11,2/8/11,2011-11-02,2-Nov-11,2-Nov-11,ARV,Adult,30,allopurinol,Saquinavir,Invirase,200mg,Capsule,270,461,47723.35,103.52,0.38,Roche Basel,Yes,238,2556.61,78.74,989,267,0.023301646038024756,47.55968225,7.607328500951973,5,2591.633301646038
5163,57582,108-VN-T30,FPQ-15692,SCMS-274350,ASN-32776,Vietnam,PMO - US,Direct Drop,EXW,0,1/28/15,2/17/15,2015-07-27,27-Jul-15,27-Jul-15,ARV,Adult,46,Hydrocodone,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,6437,52139.7,8.1,0.13,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296562,61.37,164,160,0.0005037050310792296,24.25216005110323,62.08901659224073,0,11149.235323001592
5164,57590,114-UG-T30,FPQ-12477,SCMS-198541,ASN-22495,Uganda,PMO - US,Direct Drop,EXW,0,7/8/13,9/10/13,2013-11-16,16-Nov-13,26-Nov-13,ARV,Adult,22,Levothyroxine 25 mcg,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,40000,184000.0,4.6,0.15,"Cipla, Kurkumbh, India",Yes,4620,18550.93,227.61,265,67,0.00010038382034632035,24.25216005110323,62.08901659224073,0,18572.93010038382
5165,57596,900-SZ-T30,FPQ-8386,SCMS-122660,ASN-12494,Swaziland,PMO - US,Direct Drop,EXW,2,9/14/11,9/22/11,2011-12-15,15-Dec-11,15-Dec-11,ARV,Adult,46,potassium simvastatin,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,97300,1371930.0,14.1,0.47,Mylan (formerly Matrix) Nashik,Yes,11433,12323.93,2263.68,800,84,1.1078377991837517e-05,24.25216005110323,62.08901659224073,0,12371.930011078379
5166,57637,107-RW-T30,FPQ-6417,SCMS-87200,ASN-8567,Rwanda,PMO - US,Direct Drop,EXW,0,9/20/10,10/6/10,2010-12-23,23-Dec-10,23-Dec-10,HRDT,HIV test,67,Trazaodone,"HIV 1/2, Bioline 3.0 Kit (no accessories)",Bioline,,Test kit,30,1700,40800.0,24.0,0.8,"Standard Diagnostics, Korea",Yes,570,9054.08,87.96,112,78,0.009343735810113519,24.25216005110323,62.08901659224073,0,9121.08934373581
5167,57661,102-SD-T30,FPQ-7320,SCMS-107750,ASN-11112,Sudan,PMO - US,Direct Drop,EXW,0,3/29/11,5/2/11,2011-07-01,1-Jul-11,1-Jul-11,HRDT,HIV test - Ancillary,50,Symbicort inhaler,"HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,,Test kit - Ancillary,100,33,396.0,12.0,0.12,Inverness Japan,Yes,3,1209.56,0.65,482,60,12.217777777777778,57.4797553,-4.223209,3,1274.7777777777778
5168,57701,103-SS-T30,FPQ-13172,SCMS-213420,ASN-23156,South Sudan,PMO - US,Direct Drop,EXW,0,10/28/13,11/6/13,2014-02-27,27-Feb-14,4-Mar-14,HRDT,HIV test,50,nifedipine XL,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,694,61766.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,285,4350.03,63.5,216,113,0.021993174579099044,24.25216005110323,62.08901659224073,0,4400.0519931745785
5169,57727,144-BW-T30,FPQ-4167,SCMS-54020,ASN-6952,Botswana,PMO - US,Direct Drop,EXW,0,9/9/09,9/29/09,2010-06-15,15-Jun-10,15-Jun-10,HRDT,HIV test,50,topical triamcinolone,"HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,8,560.0,70.0,0.7,Inverness Japan,Yes,3,584.1,1.1,764,259,24.337500000000002,57.4797553,-4.223209,3,661.4375
5170,57733,106-HT-T30,FPQ-11286,SCMS-176340,ASN-19535,Haiti,PMO - US,Direct Drop,EXW,0,1/16/13,2/5/13,2013-06-10,10-Jun-13,10-Jun-13,ARV,Adult,28,Gabapentin 600 mg bID daily,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,336,836.64,2.49,0.04,Hetero Unit III Hyderabad IN,Yes,37,1845.9,1.03,398,125,0.14847972972972973,17.4064817,78.4848769,1,1875.04847972973
5171,57738,901-CM-T30,FPQ-12528,SCMS-196510,ASN-21499,Cameroon,PMO - US,Direct Drop,EXW,0,6/21/13,6/28/13,2013-09-26,26-Sep-13,26-Sep-13,ARV,Adult,46,000 iu every other day,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,44407,495138.05,11.15,0.37,Mylan (formerly Matrix) Nashik,Yes,5016,43408.7,612.49,560,90,0.00019488024521903722,24.25216005110323,62.08901659224073,0,43454.70019488024
5172,57747,106-HT-T30,FPQ-9635,SCMS-152710,ASN-16346,Haiti,PMO - US,Direct Drop,EXW,0,5/14/12,7/12/12,2012-10-04,4-Oct-12,4-Oct-12,ARV,Pediatric,13,LACTOBACILLUS,Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,2891,3613.75,1.25,0.04,"Aurobindo Unit III, India",Yes,156,1887.58,5.07,949,84,0.004185358628457902,17.46605305,78.38315469438473,1,1901.5841853586285
5173,57754,116-ZA-T30,FPQ-13973,SCMS-238551,ASN-26882,South Africa,PMO - US,Direct Drop,DDP,3,4/30/14,6/25/14,2014-06-25,25-Jun-14,25-Jun-14,ARV,Adult,51,Goli apple cider vinegar gummy supplement,Abacavir,Generic,300mg,Tablet,60,45,3104.58,68.99,1.15,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,3.19,644,0,0.07205220633460002,17.46605305,78.38315469438473,1,11158.306871502897
5174,57779,106-HT-T30,FPQ-15038,SCMS-262840,ASN-31820,Haiti,PMO - US,Direct Drop,EXW,2,10/22/14,12/24/14,2015-07-03,3-Jul-15,13-Jul-15,ARV,Adult,46,amLODIPine 5mg,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,60000,486000.0,8.1,0.13,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296562,499.61,520,191,5.403915475095001e-05,24.25216005110323,62.08901659224073,0,11151.234873335718
5175,57780,111-MZ-T30,FPQ-3588,SCMS-45690,ASN-5257,Mozambique,PMO - US,Direct Drop,CIP,0,3/25/09,5/13/09,2009-10-29,29-Oct-09,29-Oct-09,ARV,Adult,27,hypoxia,Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,Tablet - FDC,60,1676,90017.96,53.71,0.9,GSK Ware (UK),Yes,249,11103.234819296562,176.44,648,169,0.026605790271579305,24.25216005110323,62.08901659224073,0,11130.261425086834
5176,57812,108-VN-T30,FPQ-15692,SCMS-274390,ASN-32270,Vietnam,PMO - US,Direct Drop,EXW,0,1/28/15,2/17/15,2015-07-10,10-Jul-15,10-Jul-15,ARV,Adult,28,600mg Calcium,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,1144,11440.0,10.0,0.33,Hetero Unit III Hyderabad IN,No,3424.441305712492,11103.234819296562,13.46,49,143,0.0028342214030218542,17.4064817,78.4848769,1,11132.237653517965
5177,57819,108-VN-T30,FPQ-13524,SCMS-226260,ASN-26927,Vietnam,PMO - US,Direct Drop,EXW,0,2/6/14,3/10/14,2014-08-13,13-Aug-14,25-Aug-14,ARV,Adult,28,Lantis,Efavirenz,Generic,600mg,Tablet,30,12700,44450.0,3.5,0.12,Hetero Unit III Hyderabad IN,No,3424.441305712492,11103.234819296562,45.69,831,156,0.0002553030933115749,17.4064817,78.4848769,1,11132.235074599655
5178,57826,108-VN-T30,FPQ-15692,SCMS-274370,ASN-32262,Vietnam,PMO - US,Direct Drop,EXW,0,1/28/15,2/17/15,2015-07-13,13-Jul-15,14-Jul-15,ARV,Adult,28,losartan,Efavirenz,Generic,600mg,Tablet,30,8000,28000.0,3.5,0.12,Hetero Unit III Hyderabad IN,No,3424.441305712492,11103.234819296562,32.96,436,146,0.0004052936606321251,17.4064817,78.4848769,1,11132.235224590222
5179,57849,109-TZ-T30,FPQ-4157,SCMS-52776,ASN-5591,Tanzania,PMO - US,Direct Drop,EXW,0,8/27/09,9/11/09,2009-12-24,24-Dec-09,24-Dec-09,HRDT,HIV test,67,Ultram,"HIV 1/2, Bioline 3.0 Kit (no accessories)",Bioline,,Test kit,30,4950,118800.0,24.0,0.8,"Standard Diagnostics, Korea",Yes,1650,11737.26,232.85,326,104,0.001437068870523416,24.25216005110323,62.08901659224073,0,11804.261437068872
5180,57852,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28033,South Africa,PMO - US,Direct Drop,DDP,3,7/11/13,8/29/14,2014-08-29,29-Aug-14,29-Aug-14,ARV,Adult,58,codine/guaifenesin syrup 5lm PO Q6H PRN,Abacavir,Generic,300mg,Tablet,60,88,6697.54,76.11,1.27,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,8.28,594,0,0.036844878239284104,17.46605305,78.38315469438473,1,11165.271664174801
5181,57862,116-ZA-T30,FPQ-13973,SCMS-238555,ASN-29257,South Africa,PMO - US,Direct Drop,DDP,3,4/30/14,11/4/14,2014-11-05,5-Nov-14,5-Nov-14,ARV,Pediatric,51,heather birth control,Efavirenz,Generic,200mg,Capsule,90,46,1085.01,23.59,0.26,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,1.12,221,1,0.07048585402297829,17.46605305,78.38315469438473,1,11158.305305150585
5182,57866,114-UG-T30,FPQ-12290,SCMS-192210,ASN-22576,Uganda,PMO - US,Direct Drop,EXW,0,5/17/13,6/24/13,2013-11-21,21-Nov-13,22-Nov-13,ARV,Adult,46,vitamin supplement,Atazanavir,Generic,300mg,Capsule,30,1946,29190.0,15.0,0.5,Mylan (formerly Matrix) Nashik,Yes,122,1249.78,36.11,640,150,0.0052641820969453945,24.25216005110323,62.08901659224073,0,1295.7852641820969
5183,57876,116-ZA-T30,FPQ-3596,SCMS-50360,ASN-5451,South Africa,PMO - US,Direct Drop,DDP,3,5/7/09,9/22/09,2009-10-29,29-Oct-09,29-Oct-09,ARV,Adult,58,HCTZ 50 mg,Lamivudine,Generic,150mg,Tablet,60,8146,79058.92,9.71,0.16,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,154.96,281,37,0.00039802962006592205,17.46605305,78.38315469438473,1,11165.235217326182
5184,57886,116-ZA-T30,FPQ-12522,SCMS-199280,ASN-24433,South Africa,PMO - US,Direct Drop,DDP,3,7/11/13,8/13/13,2014-02-07,7-Feb-14,7-Feb-14,ARV,Adult,58,then developed violent shaking,Abacavir,Generic,300mg,Tablet,60,72,5479.8,76.11,1.27,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,6.78,576,178,0.045032628959125014,17.46605305,78.38315469438473,1,11165.279851925521
5185,57902,104-CI-T30,FPQ-3967,SCMS-52691,ASN-5781,Côte d'Ivoire,PMO - US,Direct Drop,CIP,0,8/21/09,11/2/09,2010-01-15,15-Jan-10,15-Jan-10,ARV,Pediatric,18,duelra,Didanosine,Videx,50mg,Chewable/dispersible tablet,60,386,3667.0,9.5,0.16,"BMS Meymac, France",Yes,78,570.75,7.19,458,74,0.018956755679553607,24.25216005110323,62.08901659224073,0,588.7689567556796
5186,57905,116-ZA-T30,FPQ-14942,SCMS-259076,ASN-32524,South Africa,PMO - US,Direct Drop,DDP,3,9/11/14,6/2/15,2015-06-02,2-Jun-15,2-Jun-15,ARV,Adult,51,Nature?s Bounty immune,Didanosine,Generic,400mg,Delayed-release capsules,30,6,85.31,14.22,0.47,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,0.09,287,0,0.5403915475095001,17.46605305,78.38315469438473,1,11158.77521084407
5187,57909,116-ZA-T30,FPQ-13973,SCMS-238550,ASN-30792,South Africa,PMO - US,Direct Drop,DDP,3,4/30/14,5/8/14,2015-02-19,19-Feb-15,19-Feb-15,ARV,Adult,51,nifedical xl,Efavirenz,Generic,600mg,Tablet,30,3,46.79,15.6,0.52,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,0.05,20,287,1.0807830950190003,17.46605305,78.38315469438473,1,11159.315602391582
5188,57928,110-ZM-T30,FPQ-4691,SCMS-60710,ASN-6291,Zambia,PMO - US,Direct Drop,EXW,0,12/16/09,12/22/09,2010-03-18,18-Mar-10,18-Mar-10,HRDT,HIV test,50,ATROVENT HFA,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2100,151200.0,72.0,0.72,Inverness Japan,Yes,1016,16061.5,325.99,996,86,0.007527887139107611,57.4797553,-4.223209,3,16114.507527887139
5189,57959,104-CI-T30,FPQ-15618,SCMS-272200,ASN-32748,Côte d'Ivoire,PMO - US,Direct Drop,EXW,0,12/17/14,3/13/15,2015-07-21,21-Jul-15,22-Jul-15,HRDT,HIV test,50,Dulera,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,7000,560000.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,2836,11103.234819296562,659.12,832,130,0.0005593005651469153,24.25216005110323,62.08901659224073,0,11153.235378597126
5190,57977,106-HT-T30,FPQ-11442,SCMS-177180,ASN-18919,Haiti,PMO - US,Direct Drop,EXW,2,1/30/13,3/11/13,2013-08-07,7-Aug-13,7-Aug-13,ARV,Pediatric,13,Xopenex EFA,Abacavir,Generic,20mg/ml,Oral solution,240,675,4610.25,6.83,0.03,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,5.7,593,149,0.0048034804223066685,17.46605305,78.38315469438473,1,11119.239622776984
5191,57997,109-TZ-T30,FPQ-11881,SCMS-182820,ASN-19790,Tanzania,PMO - US,Direct Drop,EXW,0,3/14/13,4/11/13,2013-06-25,25-Jun-13,25-Jun-13,HRDT,HIV test,50,Vitamin E 200 daily,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,610,48800.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,268,5187.9,60.37,758,75,0.03173415708343528,24.25216005110323,62.08901659224073,0,5237.931734157083
5192,58025,100-DO-T30,FPQ-6128,SCMS-85620,ASN-8943,Dominican Republic,PMO - US,Direct Drop,DDU,0,9/14/10,9/17/10,2010-11-30,30-Nov-10,30-Nov-10,ARV,Pediatric,32,lexapro 10mg,Atazanavir,Reyataz,150mg,Capsule,60,204,61512.12,301.53,5.03,"BMS Evansville, US",Yes,3424.441305712492,11103.234819296562,132.62,202,74,0.015893869044397064,24.25216005110323,62.08901659224073,0,11135.250713165606
5193,58039,108-VN-T30,FPQ-9001,SCMS-131690,ASN-14517,Vietnam,PMO - US,Direct Drop,EXW,0,12/15/11,1/16/12,2012-05-16,16-May-12,16-May-12,ARV,Pediatric,46,Vit C 500mg daily,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,1123,4660.45,4.15,0.07,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296562,6.53,44,121,0.002887221090878897,24.25216005110323,62.08901659224073,0,11149.237706517653
5194,58064,108-VN-T30,FPQ-7898,SCMS-113700,ASN-12727,Vietnam,PMO - US,Direct Drop,FCA,0,6/27/11,7/8/11,2011-11-23,23-Nov-11,23-Nov-11,ARV,Adult,2,Voltaren OTC gel apply to affected area daily prn,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1435,117957.0,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,355,5101.21,194.63,562,138,0.01001366246258036,49.47470885,8.437682841085376,2,5105.220013662462
5195,58111,161-ZA-T30,FPQ-6262,SCMS-83790,ASN-8904,South Africa,PMO - US,Direct Drop,DDP,2,8/31/10,9/24/10,2011-01-06,6-Jan-11,6-Jan-11,ARV,Pediatric,13,Bumex,Nevirapine,Generic,10mg/ml,Oral suspension,240,10702,22688.24,2.12,0.01,"Aurobindo Unit III, India",Yes,3967,8169.7,48.92,478,104,0.00019243273922587943,17.46605305,78.38315469438473,1,8185.700192432739
